,Avg. monthly return,Pos months pct,Avg yearly return,Max monthly dd,Max drawdown,Lake ratio,Gain to Pain,Sharpe ratio,Sortino ratio
KPI,0.868741890631,53.47358121330724,10.2170228228,-2.17,-6.69,0.0940450425508,0.792966158356,0.558347516033,0.798649743083
